"id","entity1","entity1_label","relation","entity2","entity2_label","score","sentence","method","entity1_negated","entity1_uncertain","entity1_family","entity1_historical","entity2_negated","entity2_uncertain","entity2_family","entity2_historical","assertion","entity1_cui","entity1_canonical_name","entity1_semantic_group","entity2_cui","entity2_canonical_name","entity2_semantic_group"
"14744","Follow-up","CLINICAL_EVENT","OCCURS_AT","in a year","TIME","0.95","Follow-up at the paediatric cardiology clinic in a year - before the visit, a diary of blood pressure and pulse on the right arm for a month.","llm","False","False","False","False","False","False","False","False","affirmed","C0589120","Follow-up status","DISO","C0439234","year","CONC"
"14745","balloon valvuloplasty","THERAPEUTIC_PROCEDURE","TREATS","aortic valve stenosis","DISEASE_DISORDER","0.95","The history includes status post balloon valvuloplasty of aortic valve stenosis on 29 June 2022 - previously in September 2019.","llm","False","False","False","True","False","False","False","False","historical","C0004708","Balloon Valvuloplasty","PROC","C0003507","Aortic Valve Stenosis","DISO"
"14745","balloon valvuloplasty","THERAPEUTIC_PROCEDURE","OCCURS_AT","29 June 2022","DATE","0.95","The history includes status post balloon valvuloplasty of aortic valve stenosis on 29 June 2022 - previously in September 2019.","llm","False","False","False","True","False","False","False","False","historical","C0004708","Balloon Valvuloplasty","PROC","","",""
"14745","balloon valvuloplasty","THERAPEUTIC_PROCEDURE","OCCURS_AT","September 2019","DATE","0.9","The history includes status post balloon valvuloplasty of aortic valve stenosis on 29 June 2022 - previously in September 2019.","llm","False","False","False","True","False","False","False","False","historical","C0004708","Balloon Valvuloplasty","PROC","C3828193","September","CONC"
"14749","examination","DIAGNOSTIC_PROCEDURE","REVEALS","cyanosis","SIGN_SYMPTOM","0.85","On examination, no cyanosis, dyspnoea or oedema, and no changes in the liver or spleen were found; lungs clear on auscultation, murmur (4/6, 3/4), heart rate regular at 60 per minute.","llm","False","False","False","False","True","False","False","False","negated","C0031809","Physical Examination","PROC","C0010520","Cyanosis","DISO"
"14749","examination","DIAGNOSTIC_PROCEDURE","REVEALS","dyspnoea","SIGN_SYMPTOM","0.85","On examination, no cyanosis, dyspnoea or oedema, and no changes in the liver or spleen were found; lungs clear on auscultation, murmur (4/6, 3/4), heart rate regular at 60 per minute.","llm","False","False","False","False","True","False","False","False","negated","C0031809","Physical Examination","PROC","C0013404","Dyspnea","DISO"
"14749","examination","DIAGNOSTIC_PROCEDURE","REVEALS","changes","SIGN_SYMPTOM","0.8","On examination, no cyanosis, dyspnoea or oedema, and no changes in the liver or spleen were found; lungs clear on auscultation, murmur (4/6, 3/4), heart rate regular at 60 per minute.","llm","False","False","False","False","True","False","False","False","negated","C0031809","Physical Examination","PROC","C0392747","Changing","CONC"
"14749","examination","DIAGNOSTIC_PROCEDURE","PERFORMED_ON","lungs","BIOLOGICAL_STRUCTURE","0.9","On examination, no cyanosis, dyspnoea or oedema, and no changes in the liver or spleen were found; lungs clear on auscultation, murmur (4/6, 3/4), heart rate regular at 60 per minute.","llm","False","False","False","False","False","False","False","False","affirmed","C0031809","Physical Examination","PROC","C0024109","Lung","ANAT"
"14749","changes","SIGN_SYMPTOM","LOCATED_IN","liver","BIOLOGICAL_STRUCTURE","0.9","On examination, no cyanosis, dyspnoea or oedema, and no changes in the liver or spleen were found; lungs clear on auscultation, murmur (4/6, 3/4), heart rate regular at 60 per minute.","llm","True","False","False","False","True","False","False","False","negated","C0392747","Changing","CONC","C0023884","Liver","ANAT"
"14749","changes","SIGN_SYMPTOM","LOCATED_IN","spleen","BIOLOGICAL_STRUCTURE","0.9","On examination, no cyanosis, dyspnoea or oedema, and no changes in the liver or spleen were found; lungs clear on auscultation, murmur (4/6, 3/4), heart rate regular at 60 per minute.","llm","True","False","False","False","False","False","False","False","negated","C0392747","Changing","CONC","C0037993","Spleen","ANAT"
"14751","opening restricted","SIGN_SYMPTOM","ASSOCIATED_WITH","systolic doming","SIGN_SYMPTOM","0.85","Gradient across the aortic valve stenosis 57/40 millimetres of mercury, maximum blood flow velocity 3.8 m/s, opening restricted with systolic doming as previously.","llm","False","False","False","False","False","False","False","False","affirmed","C0443288","Restricted","CONC","C0039155","Systole","PHYS"
"14752","parasternal long-axis view","DIAGNOSTIC_PROCEDURE","REVEALS","diastolic prolapse","SIGN_SYMPTOM","0.95","On the parasternal long-axis view, diastolic prolapse of both leaflets is visible, together with thickening on the leaflets forming an oval structure up to 8 by 10 mm in diameter - in future this should not be treated as vegetations.","llm","False","False","False","False","False","False","False","False","affirmed","C1302222","Parasternal long axis view","CONC","C0012000","Diastole","PHYS"
"14752","parasternal long-axis view","DIAGNOSTIC_PROCEDURE","REVEALS","thickening","SIGN_SYMPTOM","0.95","On the parasternal long-axis view, diastolic prolapse of both leaflets is visible, together with thickening on the leaflets forming an oval structure up to 8 by 10 mm in diameter - in future this should not be treated as vegetations.","llm","False","False","False","False","False","False","False","False","affirmed","C1302222","Parasternal long axis view","CONC","C0205400","Thickened","DISO"
"14752","diastolic prolapse","SIGN_SYMPTOM","LOCATED_IN","leaflets","BIOLOGICAL_STRUCTURE","0.9","On the parasternal long-axis view, diastolic prolapse of both leaflets is visible, together with thickening on the leaflets forming an oval structure up to 8 by 10 mm in diameter - in future this should not be treated as vegetations.","llm","False","False","False","False","False","False","False","False","affirmed","C0012000","Diastole","PHYS","C1708664","Leaflet Device","OBJC"
"14752","diastolic prolapse","SIGN_SYMPTOM","ASSOCIATED_WITH","thickening","SIGN_SYMPTOM","0.85","On the parasternal long-axis view, diastolic prolapse of both leaflets is visible, together with thickening on the leaflets forming an oval structure up to 8 by 10 mm in diameter - in future this should not be treated as vegetations.","llm","False","False","False","False","False","False","False","False","affirmed","C0012000","Diastole","PHYS","C0205400","Thickened","DISO"
"14767","fluid","SIGN_SYMPTOM","LOCATED_IN","right ventricle","BIOLOGICAL_STRUCTURE","0.95","In the pericardium a slight amount of fluid, most over the right ventricle, an even layer of 5-7 mm.","llm","False","False","False","False","False","False","False","False","affirmed","C0302908","Liquid substance","OBJC","C0225883","Right ventricular structure","ANAT"
"14772","visit","CLINICAL_EVENT","OCCURS_AT","2018","DATE","0.98","The last visit was in 2018, at which time there were no cardiac abnormalities.","llm","False","False","False","False","False","False","False","False","affirmed","C0545082","Visit","ACTI","","",""
"14776","brother","SUBJECT","HAS_AGE","2 months old","AGE","0.99","The history includes an examination for family screening and investigation - brother, 2 months old.","llm","False","False","True","False","False","False","False","False","family","C0337527","Brothers","LIVB","C0439231","month","CONC"
"14782","care","CLINICAL_EVENT","PERFORMED_IN","primary care","NONBIOLOGICAL_LOCATION","0.95","I recommend further care in primary care.","llm","False","False","False","False","False","False","False","False","affirmed","C1947933","care activity","ACTI","C0033137","Primary Health Care","PROC"
"14794","developing more slowly","SIGN_SYMPTOM","ASSOCIATED_WITH","speech impairment","SIGN_SYMPTOM","0.85","Born prematurely at 30 weeks' gestation, developing more slowly, with a speech impairment.","llm","False","False","False","False","False","False","False","False","affirmed","","","","C0037822","Speech Disorders","DISO"
"14796","interventional closure","THERAPEUTIC_PROCEDURE","TREATS","patent foramen ovale","DISEASE_DISORDER","0.99","Follow-up 2 years after interventional closure of a patent foramen ovale with a device.","llm","False","False","False","False","False","False","False","False","affirmed","C0184661","Interventional procedure","PROC","C0016522","Foramen Ovale, Patent","DISO"
"14797","Muscular ventricular septal defects","DISEASE_DISORDER","LOCATED_IN","apex","BIOLOGICAL_STRUCTURE","0.9","Muscular ventricular septal defects near the apex, 2 mm, and adjacent to it 1 mm, with a left-to-right shunt that is haemodynamically insignificant.","llm","False","False","False","False","False","False","False","False","affirmed","C0685707","Muscular ventricular septum defect","DISO","C0140145","APEX1 protein, human","CHEM"
"14797","Muscular ventricular septal defects","DISEASE_DISORDER","CAUSES","left-to-right shunt","SIGN_SYMPTOM","0.9","Muscular ventricular septal defects near the apex, 2 mm, and adjacent to it 1 mm, with a left-to-right shunt that is haemodynamically insignificant.","llm","False","False","False","False","False","False","False","False","affirmed","C0685707","Muscular ventricular septum defect","DISO","C0428870","Left to right cardiovascular shunt (finding)","DISO"
"14798","follow-up","CLINICAL_EVENT","PERFORMED_IN","paediatric cardiology clinic","NONBIOLOGICAL_LOCATION","0.95","I recommend follow-up at the paediatric cardiology clinic in 2 years, and in addition oral hygiene and regular dental check-ups.","llm","False","False","False","False","False","False","False","False","affirmed","C0589120","Follow-up status","DISO","C3816500","Pediatric cardiology clinic","OBJC"
"14805","follow-up","CLINICAL_EVENT","OCCURS_AT","in 5 years","DATE","0.95","Next follow-up in 5 years.","llm","False","False","False","False","False","False","False","False","affirmed","C0589120","Follow-up status","DISO","C0439234","year","CONC"
"14809","Echo","DIAGNOSTIC_PROCEDURE","REVEALS","residual shunting","SIGN_SYMPTOM","0.9","Echo - on the follow-up echocardiogram the device is in the correct position, without residual shunting; no thrombi are visible.","llm","False","False","False","False","True","False","False","False","negated","C0058928","ECHO protocol","PROC","","",""
"14815","follow-up","CLINICAL_EVENT","PERFORMED_IN","congenital heart defects clinic","NONBIOLOGICAL_LOCATION","0.98","I recommend follow-up at the congenital heart defects clinic in 3 years.","llm","False","False","False","False","False","False","False","False","affirmed","C0589120","Follow-up status","DISO","C0018798","Congenital Heart Defects","DISO"
"14826","tumour","DISEASE_DISORDER","LOCATED_IN","apex","BIOLOGICAL_STRUCTURE","0.99","The largest tumour, at the apex, measures 21x12 mm.","llm","False","False","False","False","False","False","False","False","affirmed","C0027651","Neoplasms","DISO","C0140145","APEX1 protein, human","CHEM"
"14827","two","QUANTITATIVE_CONCEPT","QUANTIFIES","tumours","DISEASE_DISORDER","0.99","At the junction of the interventricular septum and the posterior wall of the left ventricle, two tumours measuring approximately 15x5 mm are visible; 2 smaller ones in the interventricular septum are visible on the 4-chamber view.","llm","False","False","False","False","False","False","False","False","affirmed","C0205448","Two","CONC","C0027651","Neoplasms","DISO"
"14829","Secundum-type interventricular septal defect","DISEASE_DISORDER","HAS_SYMPTOM","left-to-right shunt","SIGN_SYMPTOM","0.85","Secundum-type interventricular septal defect 9-10 mm with a left-to-right shunt, with a moderate haemodynamic effect; right ventricle at the upper limit of normal.","llm","False","False","False","False","False","False","False","False","affirmed","C0018818","Ventricular Septal Defects","DISO","C0428870","Left to right cardiovascular shunt (finding)","DISO"
"14829","Secundum-type interventricular septal defect","DISEASE_DISORDER","HAS_SYMPTOM","haemodynamic effect","SIGN_SYMPTOM","0.8","Secundum-type interventricular septal defect 9-10 mm with a left-to-right shunt, with a moderate haemodynamic effect; right ventricle at the upper limit of normal.","llm","False","False","False","False","False","False","False","False","affirmed","C0018818","Ventricular Septal Defects","DISO","","",""
"14829","Secundum-type interventricular septal defect","DISEASE_DISORDER","AFFECTS","right ventricle","BIOLOGICAL_STRUCTURE","0.8","Secundum-type interventricular septal defect 9-10 mm with a left-to-right shunt, with a moderate haemodynamic effect; right ventricle at the upper limit of normal.","llm","False","False","False","False","False","False","False","False","affirmed","C0018818","Ventricular Septal Defects","DISO","C0225883","Right ventricular structure","ANAT"
"14837","physical examination","DIAGNOSTIC_PROCEDURE","REVEALS","central cyanosis","SIGN_SYMPTOM","0.85","On physical examination the general condition is good, circulation and respiration adequate, heart rate regular at 100 per minute, without central cyanosis, without dyspnoea, without oedema, femoral pulse present, without pathological murmurs.","llm","False","False","False","False","True","False","False","False","negated","C0031809","Physical Examination","PROC","C0521800","Central cyanosis","DISO"
"14837","physical examination","DIAGNOSTIC_PROCEDURE","REVEALS","pathological murmurs","SIGN_SYMPTOM","0.85","On physical examination the general condition is good, circulation and respiration adequate, heart rate regular at 100 per minute, without central cyanosis, without dyspnoea, without oedema, femoral pulse present, without pathological murmurs.","llm","False","False","False","False","True","False","False","False","negated","C0031809","Physical Examination","PROC","C5238836","Pathologic Murmur","DISO"
"14843","Tricuspid annular plane systolic excursion","DIAGNOSTIC_PROCEDURE","MEASURES","12 mm","LAB_VALUE","0.9","Tricuspid annular plane systolic excursion 12 mm.","llm","False","False","False","False","False","False","False","False","affirmed","C4528237","Annular Plane Systolic Excursion","DISO","C0439200","millimeter","CONC"
"14848","He","SUBJECT","HISTORY_OF","COVID","DISEASE_DISORDER","0.95","He may have had COVID twice.","llm","False","False","False","False","False","False","False","False","affirmed","C0013902","Elliptocytosis, Hereditary","DISO","C5203670","COVID19 (disease)","DISO"
"14849","acceleration of flow","SIGN_SYMPTOM","LOCATED_IN","left branch of the pulmonary artery","BIOLOGICAL_STRUCTURE","0.95","Pulmonary artery slightly dilated with normal flow; slight acceleration of flow in the left branch of the pulmonary artery, 6.5 mm, to 1.4 m/s; right pulmonary artery 11 mm, 0.9 m/s.","llm","False","False","False","False","False","False","False","False","affirmed","C0000894","Acceleration","PHEN","C1282007","Pulmonary Artery Branch","ANAT"
"14849","acceleration of flow","SIGN_SYMPTOM","QUANTIFIES","1.4 m/s","LAB_VALUE","0.85","Pulmonary artery slightly dilated with normal flow; slight acceleration of flow in the left branch of the pulmonary artery, 6.5 mm, to 1.4 m/s; right pulmonary artery 11 mm, 0.9 m/s.","llm","False","False","False","False","False","False","False","False","affirmed","C0000894","Acceleration","PHEN","C0439493","m/s","CONC"
"14856","1.5 years","DURATION","DURATION_OF","closure of a ventricular septal defect with a PFM device","THERAPEUTIC_PROCEDURE","0.85","A 6-year-old patient, 1.5 years after closure of a ventricular septal defect with a PFM device.","llm","False","False","False","False","False","False","False","False","affirmed","C0439234","year","CONC","C2825202","Ventricular Closure Device","DEVI"
"14865","anechoic lesion","SIGN_SYMPTOM","AFFECTS","interventricular septum","BIOLOGICAL_STRUCTURE","0.85","In the right lobe of the liver an anechoic lesion - resembling a cyst - measuring 110x120 mm, as previously; it abuts the interventricular septum and moulds it; flow in the interatrial septum is continuous but without significant acceleration, 0.4-0.6 m/s.","llm","False","False","False","False","False","False","False","False","affirmed","","","","C0225870","Ventricular septum","ANAT"
"14866","2 years","DURATION","DURATION_OF","interventional closure of a PFO with a device","THERAPEUTIC_PROCEDURE","0.85","Follow-up 2 years after interventional closure of a PFO with a device.","llm","False","False","False","False","False","False","False","False","affirmed","C4299034","2 years","CONC","","",""
"14869","reverse flow","SIGN_SYMPTOM","LOCATED_IN","isthmus","BIOLOGICAL_STRUCTURE","0.95","Aortic valve regurgitation grade II/III, two-jet, the main jet extending to 2/3 of the left ventricle; reverse flow at the isthmus 0.5 m/s, also clearly seen in the aorta at 0.7 m/s.","llm","False","False","False","False","False","False","False","False","affirmed","","","","C1288329","Structure of lower uterine segment","ANAT"
"14870","ECG","DIAGNOSTIC_PROCEDURE","REVEALS","regular sinus rhythm","SIGN_SYMPTOM","0.95","ECG: regular sinus rhythm at 110 per minute, left axis deviation -20 degrees; otherwise the course is normal.","llm","False","False","False","False","False","False","False","False","affirmed","C0013798","Electrocardiogram","PROC","C0232201","Sinus rhythm","DISO"
"14870","ECG","DIAGNOSTIC_PROCEDURE","REVEALS","left axis deviation","SIGN_SYMPTOM","0.95","ECG: regular sinus rhythm at 110 per minute, left axis deviation -20 degrees; otherwise the course is normal.","llm","False","False","False","False","False","False","False","False","affirmed","C0013798","Electrocardiogram","PROC","C0232297","Left axis deviation","DISO"
"14871","echo","DIAGNOSTIC_PROCEDURE","REVEALS","abnormalities","SIGN_SYMPTOM","0.85","On the echo from 3 years ago there were no abnormalities; the interatrial septum was thinned in the region of the fossa ovalis but without shunting - further observation was recommended.","llm","False","False","False","False","True","False","False","False","negated","C0058928","ECHO protocol","PROC","C0000768","Congenital Abnormality","DISO"
"14871","echo","DIAGNOSTIC_PROCEDURE","REVEALS","thinned","SIGN_SYMPTOM","0.95","On the echo from 3 years ago there were no abnormalities; the interatrial septum was thinned in the region of the fossa ovalis but without shunting - further observation was recommended.","llm","False","False","False","False","False","False","False","False","affirmed","C0058928","ECHO protocol","PROC","C0392758","Thinned","CONC"
"14871","thinned","SIGN_SYMPTOM","LOCATED_IN","fossa ovalis","BIOLOGICAL_STRUCTURE","0.95","On the echo from 3 years ago there were no abnormalities; the interatrial septum was thinned in the region of the fossa ovalis but without shunting - further observation was recommended.","llm","False","False","False","False","False","False","False","False","affirmed","C0392758","Thinned","CONC","C0456938","Entire fossa ovalis of heart","ANAT"
"14872","anechoic lesion","SIGN_SYMPTOM","AFFECTS","interventricular septum","BIOLOGICAL_STRUCTURE","0.95","In the right lobe of the liver an anechoic lesion - resembling a cyst - measuring 110x120 mm, as previously; it abuts the interventricular septum and moulds it; flow in the interatrial septum is continuous but without significant acceleration, 0.4-0.6 m/s.","llm","False","False","False","False","False","False","False","False","affirmed","","","","C0225870","Ventricular septum","ANAT"
"15182","hospitalisation","CLINICAL_EVENT","OCCURS_AT","27 March 2023","DATE","0.95","A date for further urological investigation was set - a hospitalisation was scheduled for 27 March 2023 in order to perform cystoscopy in the operating theatre setting.","llm","False","False","False","False","False","False","False","False","affirmed","C0019993","Hospitalization","PROC","","",""
"15187","appointment","CLINICAL_EVENT","PERFORMED_IN","gastroenterology clinic","NONBIOLOGICAL_LOCATION","0.98","After the gastroscopy, an appointment at the gastroenterology clinic was scheduled for 20 June.","llm","False","False","False","False","False","False","False","False","affirmed","C0003629","Appointments","ACTI","C3834491","Gastroenterology clinic","OBJC"
"15187","appointment","CLINICAL_EVENT","OCCURS_AT","20 June","DATE","0.98","After the gastroscopy, an appointment at the gastroenterology clinic was scheduled for 20 June.","llm","False","False","False","False","False","False","False","False","affirmed","C0003629","Appointments","ACTI","C3829443","June","CONC"
"15192","lubricating","THERAPEUTIC_PROCEDURE","PERFORMED_ON","skin","BIOLOGICAL_STRUCTURE","0.99","Pressure-sore prophylaxis consists of changing body position every 2 hours during the day and every 4 hours at night, and lubricating the skin with lipid dermocosmetics of the Cetaphil type or creams based on cholesterol with vitamins A and E.","llm","False","False","False","False","False","False","False","False","affirmed","C0282222","Lubricants","OBJC","C0444099","Skin Specimen","ANAT"
"15201","low-dose CT","DIAGNOSTIC_PROCEDURE","PERFORMED_ON","chest","BIOLOGICAL_STRUCTURE","0.99","Further care at the Cardiology and Pulmonology clinics is necessary - please arrange a follow-up low-dose CT of the chest in approximately 2-3 months.","llm","False","False","False","False","False","False","False","False","affirmed","C1708745","Low-Dose Treatment","PROC","C0817096","Chest","ANAT"
"15237","immobilisation","THERAPEUTIC_PROCEDURE","PERFORMED_ON","right forearm","BIOLOGICAL_STRUCTURE","0.95","Continued immobilisation of the right forearm is recommended, and 7 days after discharge an X-ray of the forearm and follow-up at the Orthopaedic Clinic are advised.","llm","False","False","False","False","False","False","False","False","affirmed","C0020944","Immobilization","PROC","C0230360","Structure of right forearm","ANAT"
"15240","admissions","CLINICAL_EVENT","PERFORMED_IN","point","NONBIOLOGICAL_LOCATION","0.85","Please report fasting to the planned admissions point of the University Clinical Centre on 26 April 2023 for an elective hospitalisation at this Department for endovascular treatment of the stenosis of the right internal carotid artery.","llm","False","False","False","False","False","False","False","False","affirmed","C0184666","Hospital admission","PROC","C1552961","point - UnitsOfMeasure","CONC"
"15240","elective hospitalisation","CLINICAL_EVENT","PERFORMED_IN","Department","NONBIOLOGICAL_LOCATION","0.95","Please report fasting to the planned admissions point of the University Clinical Centre on 26 April 2023 for an elective hospitalisation at this Department for endovascular treatment of the stenosis of the right internal carotid artery.","llm","False","False","False","False","False","False","False","False","affirmed","C0019993","Hospitalization","PROC","C1547116","Patient location type - Department","CONC"
"15240","endovascular treatment","THERAPEUTIC_PROCEDURE","TREATS","stenosis","DISEASE_DISORDER","0.95","Please report fasting to the planned admissions point of the University Clinical Centre on 26 April 2023 for an elective hospitalisation at this Department for endovascular treatment of the stenosis of the right internal carotid artery.","llm","False","False","False","False","False","False","False","False","affirmed","","","","C0678234","Stenosis Morphology","CONC"
"15240","stenosis","DISEASE_DISORDER","LOCATED_IN","right internal carotid artery","BIOLOGICAL_STRUCTURE","0.95","Please report fasting to the planned admissions point of the University Clinical Centre on 26 April 2023 for an elective hospitalisation at this Department for endovascular treatment of the stenosis of the right internal carotid artery.","llm","False","False","False","False","False","False","False","False","affirmed","C0678234","Stenosis Morphology","CONC","C0226156","Structure of right internal carotid artery","ANAT"
"15241","admissions","CLINICAL_EVENT","PERFORMED_IN","point","NONBIOLOGICAL_LOCATION","0.85","Please report fasting to the planned admissions point of the University Clinical Centre on 26 April 2023 for an elective hospitalisation at this Department for endovascular treatment of RICA stenosis.","llm","False","False","False","False","False","False","False","False","affirmed","C0184666","Hospital admission","PROC","C1552961","point - UnitsOfMeasure","CONC"
"15241","elective hospitalisation","CLINICAL_EVENT","PERFORMED_IN","Department","NONBIOLOGICAL_LOCATION","0.95","Please report fasting to the planned admissions point of the University Clinical Centre on 26 April 2023 for an elective hospitalisation at this Department for endovascular treatment of RICA stenosis.","llm","False","False","False","False","False","False","False","False","affirmed","C0019993","Hospitalization","PROC","C1547116","Patient location type - Department","CONC"
"15241","endovascular treatment","THERAPEUTIC_PROCEDURE","TREATS","stenosis","DISEASE_DISORDER","0.95","Please report fasting to the planned admissions point of the University Clinical Centre on 26 April 2023 for an elective hospitalisation at this Department for endovascular treatment of RICA stenosis.","llm","False","False","False","False","False","False","False","False","affirmed","","","","C0678234","Stenosis Morphology","CONC"
"15242","MR","DIAGNOSTIC_PROCEDURE","PERFORMED_ON","brain","BIOLOGICAL_STRUCTURE","0.95","Further care by the Neurology Clinic and a follow-up MR of the brain are advised.","llm","False","False","False","False","False","False","False","False","affirmed","C0024485","Magnetic Resonance Imaging","PROC","C0006104","Brain","ANAT"
"15245","albumin/creatinine ratio","DIAGNOSTIC_PROCEDURE","PERFORMED_ON","urine","BIOLOGICAL_STRUCTURE","0.95","Please attend the Department of Arterial Hypertension and Diabetology to collect the results of the protein electrophoresis and the albumin/creatinine ratio in a urine sample, having made telephone contact beforehand, in approximately 2 days.","llm","False","False","False","False","False","False","False","False","affirmed","C0486293","Albumin To Creatinine Protein Ratio Measurement","PROC","C0042036","Urine","ANAT"
"15260","Hormonal investigation","DIAGNOSTIC_PROCEDURE","DIAGNOSES","adrenal lesion","DISEASE_DISORDER","0.95","Hormonal investigation of the adrenal lesion during an elective hospitalisation at the Department of Arterial Hypertension and Diabetology on 4 April 2023.","llm","False","False","False","False","False","False","False","False","affirmed","C1517586","Investigational","CONC","C0001625","Adrenal Glands","ANAT"
"15260","hospitalisation","CLINICAL_EVENT","PERFORMED_IN","Department of Arterial Hypertension and Diabetology","NONBIOLOGICAL_LOCATION","0.95","Hormonal investigation of the adrenal lesion during an elective hospitalisation at the Department of Arterial Hypertension and Diabetology on 4 April 2023.","llm","False","False","False","False","False","False","False","False","affirmed","C0019993","Hospitalization","PROC","","",""
"15260","hospitalisation","CLINICAL_EVENT","OCCURS_AT","4 April 2023","DATE","0.95","Hormonal investigation of the adrenal lesion during an elective hospitalisation at the Department of Arterial Hypertension and Diabetology on 4 April 2023.","llm","False","False","False","False","False","False","False","False","affirmed","C0019993","Hospitalization","PROC","C0757844","TNFSF13 protein, human","CHEM"
"15264","follow-up appointment","CLINICAL_EVENT","PERFORMED_IN","Regional Centre for Arterial Hypertension and Diabetology","NONBIOLOGICAL_LOCATION","0.95","Please attend a follow-up appointment at the Regional Centre for Arterial Hypertension and Diabetology on 20 April 2023 at around 12:00.","llm","False","False","False","False","False","False","False","False","affirmed","C0003629","Appointments","ACTI","","",""
"15264","follow-up appointment","CLINICAL_EVENT","OCCURS_AT","20 April 2023","DATE","0.95","Please attend a follow-up appointment at the Regional Centre for Arterial Hypertension and Diabetology on 20 April 2023 at around 12:00.","llm","False","False","False","False","False","False","False","False","affirmed","C0003629","Appointments","ACTI","","",""
"15264","follow-up appointment","CLINICAL_EVENT","OCCURS_AT","around 12:00","TIME","0.95","Please attend a follow-up appointment at the Regional Centre for Arterial Hypertension and Diabetology on 20 April 2023 at around 12:00.","llm","False","False","False","False","False","False","False","False","affirmed","C0003629","Appointments","ACTI","","",""
"15265","blood pressure measurements","DIAGNOSTIC_PROCEDURE","OCCURS_AT","morning","TIME","0.95","For 5 days before the appointment, please take daily blood pressure measurements - 2 measurements in the morning and 2 in the evening - and record the results in a self-monitoring diary.","llm","False","False","False","False","False","False","False","False","affirmed","C1271104","Blood pressure finding","DISO","C0332170","Morning","CONC"
"15265","blood pressure measurements","DIAGNOSTIC_PROCEDURE","OCCURS_AT","evening","TIME","0.95","For 5 days before the appointment, please take daily blood pressure measurements - 2 measurements in the morning and 2 in the evening - and record the results in a self-monitoring diary.","llm","False","False","False","False","False","False","False","False","affirmed","C1271104","Blood pressure finding","DISO","C0587117","Evening","CONC"
"15289","gastrointestinal bleeding","SIGN_SYMPTOM","ASSOCIATED_WITH","tarry stools","SIGN_SYMPTOM","0.95","If symptoms of gastrointestinal bleeding occur - tarry stools, coffee-ground vomit - please report urgently to the emergency department.","llm","False","False","False","False","False","False","False","False","affirmed","C0017181","Gastrointestinal Hemorrhage","DISO","C0025222","Melena","DISO"
"15295","symptoms","SIGN_SYMPTOM","ASSOCIATED_WITH","poor tolerance of the medication","SIGN_SYMPTOM","0.95","If, over the following 2 weeks after the dose increase, symptoms indicating poor tolerance of the medication occur, the previous dose should be resumed.","llm","False","False","False","False","False","False","False","False","affirmed","C0683368","Symptoms aspect","CONC","","",""
"15298","Follow-up","CLINICAL_EVENT","PERFORMED_IN","Urology Clinic","NONBIOLOGICAL_LOCATION","0.95","Follow-up at the Urology Clinic in 2-3 weeks - replacement of the urinary catheter and possible assessment of eligibility for transurethral resection of the prostate.","llm","False","False","False","False","False","False","False","False","affirmed","C0589120","Follow-up status","DISO","C1552811","Urology clinic (surgery clinic)","OBJC"
"15298","Follow-up","CLINICAL_EVENT","OCCURS_AT","in 2-3 weeks","TIME","0.95","Follow-up at the Urology Clinic in 2-3 weeks - replacement of the urinary catheter and possible assessment of eligibility for transurethral resection of the prostate.","llm","False","False","False","False","False","False","False","False","affirmed","C0589120","Follow-up status","DISO","C0439230","week","CONC"
"15299","Follow-up","CLINICAL_EVENT","PERFORMED_IN","Urology Clinic","NONBIOLOGICAL_LOCATION","0.95","Follow-up at the Urology Clinic in 2-3 weeks - replacement of the urinary catheter and possible assessment of eligibility for TURP.","llm","False","False","False","False","False","False","False","False","affirmed","C0589120","Follow-up status","DISO","C1552811","Urology clinic (surgery clinic)","OBJC"
"15299","Follow-up","CLINICAL_EVENT","OCCURS_AT","in 2-3 weeks","TIME","0.95","Follow-up at the Urology Clinic in 2-3 weeks - replacement of the urinary catheter and possible assessment of eligibility for TURP.","llm","False","False","False","False","False","False","False","False","affirmed","C0589120","Follow-up status","DISO","C0439230","week","CONC"
"15301","test","DIAGNOSTIC_PROCEDURE","OCCURS_AT","in approximately 7 days","TIME","0.95","The next test in approximately 7 days in primary care.","llm","False","False","False","False","False","False","False","False","affirmed","C0022885","Laboratory Procedures","PROC","C0332232","Approximate","CONC"
"15304","Monitoring of liver parameters and electrolytes","DIAGNOSTIC_PROCEDURE","OCCURS_AT","in approximately a month","TIME","0.95","Monitoring of liver parameters and electrolytes in approximately a month in primary care is recommended.","llm","False","False","False","False","False","False","False","False","affirmed","","","","C0332232","Approximate","CONC"
"15306","Regular visits","CLINICAL_EVENT","PERFORMED_IN","Nephrology Clinic","NONBIOLOGICAL_LOCATION","0.95","Regular visits to the Nephrology Clinic are advised - the next appointment is scheduled for 3 March 2023 at the Nephrology Clinic of the University Clinical Centre.","llm","False","False","False","False","False","False","False","False","affirmed","C0205272","Regular","CONC","C3814531","Nephrology clinic","OBJC"
"15306","appointment","CLINICAL_EVENT","OCCURS_AT","3 March 2023","DATE","0.98","Regular visits to the Nephrology Clinic are advised - the next appointment is scheduled for 3 March 2023 at the Nephrology Clinic of the University Clinical Centre.","llm","False","False","False","False","False","False","False","False","affirmed","C0003629","Appointments","ACTI","C1856053","Hydranencephaly with Renal Aplasia-Dysplasia","DISO"
