"key","name","entity_type","cui","count"
"TR-4","TR-4","LAB_VALUE","","1"
"TTF1+","TTF1+","LAB_VALUE","","1"
"Taromentin","Taromentin","MEDICATION","","3"
"Teichholz","Teichholz","DIAGNOSTIC_PROCEDURE","","1"
"Teichholz method","Teichholz method","DIAGNOSTIC_PROCEDURE","","1"
"Th1-Th2 level","Th1-Th2 level","BIOLOGICAL_STRUCTURE","","1"
"Th10-12","Th10-12","DIAGNOSTIC_PROCEDURE","","1"
"Th10/11","Th10/11","BIOLOGICAL_STRUCTURE","","1"
"Th12","Th12","BIOLOGICAL_STRUCTURE","","1"
"Th4","Th4","BIOLOGICAL_STRUCTURE","","1"
"Their","Their","COREFERENCE","","1"
"Therapy with a CPAP device","Therapy with a CPAP device","THERAPEUTIC_PROCEDURE","","1"
"They","They","COREFERENCE","","3"
"This set","This set","COREFERENCE","","1"
"Thoracic Surgery and Oncology clinics","Thoracic Surgery and Oncology clinics","NONBIOLOGICAL_LOCATION","","1"
"Three-","Three-","DETAILED_DESCRIPTION","","1"
"Tissue velocity analysis","Tissue velocity analysis","DIAGNOSTIC_PROCEDURE","","2"
"Tomorrow, 19 January 2023","Tomorrow, 19 January 2023","DATE","","1"
"University Clinical Centre in Gdańsk","University Clinical Centre in Gdańsk","NONBIOLOGICAL_LOCATION","","2"
"University Clinical Centre in the CMI building","University Clinical Centre in the CMI building","NONBIOLOGICAL_LOCATION","","1"
"Upper and lateral resection lines","Upper and lateral resection lines","BIOLOGICAL_STRUCTURE","","1"
"UrgoStart Ag","UrgoStart Ag","MEDICATION","","1"
"Urgoclean Ag","Urgoclean Ag","MEDICATION","","2"
"Urgotul Ag","Urgotul Ag","MEDICATION","","1"
"VSDs","VSDs","DISEASE_DISORDER","","1"
"Vivid S70","Vivid S70","OTHER_ENTITY","","1"
"Walking with crutches","Walking with crutches","ACTIVITY","","1"
"Ward B of the Department of Oncology and Radiotherapy","Ward B of the Department of Oncology and Radiotherapy","NONBIOLOGICAL_LOCATION","","1"
"Water Rescue Service","Water Rescue Service","NONBIOLOGICAL_LOCATION","","1"
"a'","a'","BIOLOGICAL_ATTRIBUTE","","1"
"a''","a''","BIOLOGICAL_ATTRIBUTE","","1"
"abbreviated glycaemic profile","abbreviated glycaemic profile","DIAGNOSTIC_PROCEDURE","","1"
"abnormal post-contrast enhancement","abnormal post-contrast enhancement","SIGN_SYMPTOM","","2"
"abruptly stopping intense exertion","abruptly stopping intense exertion","ACTIVITY","","1"
"accentuation of the physiological lordosis","accentuation of the physiological lordosis","SIGN_SYMPTOM","","1"
"active underlying process","active underlying process","DISEASE_DISORDER","","5"
"acute ischaemic areas in the brain","acute ischaemic areas in the brain","DISEASE_DISORDER","","1"
"adapted underground mine working","adapted underground mine working","NONBIOLOGICAL_LOCATION","","1"
"addiction treatment department for children and adolescents","addiction treatment department for children and adolescents","NONBIOLOGICAL_LOCATION","","1"
"addiction treatment department with enhanced security","addiction treatment department with enhanced security","NONBIOLOGICAL_LOCATION","","1"
"addiction treatment department with enhanced security for adolescents","addiction treatment department with enhanced security for adolescents","NONBIOLOGICAL_LOCATION","","1"
"adult cardiology clinic","adult cardiology clinic","NONBIOLOGICAL_LOCATION","","3"
"advanced necrosis","advanced necrosis","SIGN_SYMPTOM","","1"
"air search and rescue group","air search and rescue group","NONBIOLOGICAL_LOCATION","","1"
"allergology clinic","allergology clinic","NONBIOLOGICAL_LOCATION","","1"
"allergology department","allergology department","NONBIOLOGICAL_LOCATION","","3"
"analgesic treatment","analgesic treatment","THERAPEUTIC_PROCEDURE","","2"
"anechoic lesion","anechoic lesion","SIGN_SYMPTOM","","6"
"another and unspecified medical activity unit","another and unspecified medical activity unit","NONBIOLOGICAL_LOCATION","","1"
"anterior boundary","anterior boundary","DETAILED_DESCRIPTION","","1"
"anterior part of the oral cavity","anterior part of the oral cavity","BIOLOGICAL_STRUCTURE","","1"
"anterior parts of the endplates of the L2 and L3 vertebral bodies","anterior parts of the endplates of the L2 and L3 vertebral bodies","BIOLOGICAL_STRUCTURE","","1"
"anterior parts of the right temporalis muscle","anterior parts of the right temporalis muscle","BIOLOGICAL_STRUCTURE","","1"
"anterior poles of both temporal lobes","anterior poles of both temporal lobes","BIOLOGICAL_STRUCTURE","","2"
"anterior process of the right parotid gland","anterior process of the right parotid gland","BIOLOGICAL_STRUCTURE","","1"
"anterior segment of the right 3rd rib","anterior segment of the right 3rd rib","BIOLOGICAL_STRUCTURE","","1"
"anterior slippage","anterior slippage","SIGN_SYMPTOM","","1"
"anterior surfaces of the C3 and C4 vertebral bodies","anterior surfaces of the C3 and C4 vertebral bodies","BIOLOGICAL_STRUCTURE","","2"
"anterior-lateral","anterior-lateral","AREA","","1"
"anti-adrenal cortex antibodies","anti-adrenal cortex antibodies","DIAGNOSTIC_PROCEDURE","","1"
"anti-oedema","anti-oedema","MEDICATION","","1"
"anti-oedema agents","anti-oedema agents","MEDICATION","","1"
"anti-oedema drugs","anti-oedema drugs","MEDICATION","","1"
"anti-oedema treatment","anti-oedema treatment","THERAPEUTIC_PROCEDURE","","3"
"anti-scabies treatment","anti-scabies treatment","THERAPEUTIC_PROCEDURE","","1"
"antiarrhythmic treatment","antiarrhythmic treatment","THERAPEUTIC_PROCEDURE","","1"
"antibodies for Addison-Biermer disease","antibodies for Addison-Biermer disease","DIAGNOSTIC_PROCEDURE","","1"
"antifungal treatment","antifungal treatment","THERAPEUTIC_PROCEDURE","","2"
"apices of both lungs","apices of both lungs","BIOLOGICAL_STRUCTURE","","1"
"approximately 1800 ml","approximately 1800 ml","VOLUME","","1"
"approximately 26 millimetres of mercury","approximately 26 millimetres of mercury","LAB_VALUE","","2"
"approximately 40 centimetres","approximately 40 centimetres","DISTANCE","","1"
"approximately 500 millilitres","approximately 500 millilitres","VOLUME","","1"
"areas of lower echo","areas of lower echo","SIGN_SYMPTOM","","3"
"areas of reduced echo","areas of reduced echo","SIGN_SYMPTOM","","2"
"around 12:00","around 12:00","TIME","","1"
"arteries of the left lower limb","arteries of the left lower limb","BIOLOGICAL_STRUCTURE","","2"
"assessment of micturition","assessment of micturition","DIAGNOSTIC_PROCEDURE","","1"
"assessment of the arterial vessels of the lower legs","assessment of the arterial vessels of the lower legs","DIAGNOSTIC_PROCEDURE","","1"
"at 2 o'clock","at 2 o'clock","AREA","","2"
"atypically positioned","atypically positioned","SIGN_SYMPTOM","","1"
"audiology and phoniatrics department","audiology and phoniatrics department","NONBIOLOGICAL_LOCATION","","1"
"augmentin","augmentin","MEDICATION","","3"
"auscultatory and radiological changes","auscultatory and radiological changes","SIGN_SYMPTOM","","1"
"auscultatory changes","auscultatory changes","SIGN_SYMPTOM","","1"
"balanced, high-fibre diet","balanced, high-fibre diet","THERAPEUTIC_PROCEDURE","","1"
"balneotherapy department","balneotherapy department","NONBIOLOGICAL_LOCATION","","1"
"balneotherapy unit","balneotherapy unit","NONBIOLOGICAL_LOCATION","","1"
"band-like","band-like","SHAPE","","1"
"basal resection line","basal resection line","BIOLOGICAL_STRUCTURE","","1"
"basal-bolus regimen","basal-bolus regimen","ADMINISTRATION","","1"
"base of the 5th toe","base of the 5th toe","BIOLOGICAL_STRUCTURE","","1"
"base of the orbits","base of the orbits","BIOLOGICAL_STRUCTURE","","1"
"basic household tasks","basic household tasks","ACTIVITY","","1"
"basic medical rescue team","basic medical rescue team","NONBIOLOGICAL_LOCATION","","1"
"basic water medical rescue team","basic water medical rescue team","NONBIOLOGICAL_LOCATION","","1"
"bed of the","bed of the","BIOLOGICAL_STRUCTURE","","1"
"bed of the left tonsil","bed of the left tonsil","BIOLOGICAL_STRUCTURE","","1"
"bed of the removed left thyroid lobe","bed of the removed left thyroid lobe","BIOLOGICAL_STRUCTURE","","2"
"bed of the removed right thyroid lobe","bed of the removed right thyroid lobe","BIOLOGICAL_STRUCTURE","","1"
"bed-bound","bed-bound","SIGN_SYMPTOM","","3"
"benign lesion","benign lesion","DISEASE_DISORDER","","2"
"bleeding from the puncture site","bleeding from the puncture site","SIGN_SYMPTOM","","1"
"blood count parameters","blood count parameters","DIAGNOSTIC_PROCEDURE","","1"
"blood gas parameters","blood gas parameters","DIAGNOSTIC_PROCEDURE","","1"
"blood, urine and sputum cultures","blood, urine and sputum cultures","DIAGNOSTIC_PROCEDURE","","1"
"body of Th12","body of Th12","BIOLOGICAL_STRUCTURE","","2"
"body of Th3","body of Th3","BIOLOGICAL_STRUCTURE","","3"
"body of the mandible on the left side","body of the mandible on the left side","BIOLOGICAL_STRUCTURE","","1"
"bone expansion","bone expansion","SIGN_SYMPTOM","","1"
"bone rebuilding","bone rebuilding","SIGN_SYMPTOM","","1"
"border of the isthmus and the right lobe","border of the isthmus and the right lobe","AREA","","1"
"border of the right lobe and the isthmus","border of the right lobe and the isthmus","BIOLOGICAL_STRUCTURE","","1"
"both thyroid lobes","both thyroid lobes","BIOLOGICAL_STRUCTURE","","2"
"bowel loops","bowel loops","BIOLOGICAL_STRUCTURE","","1"
"brachytherapy unit or facility","brachytherapy unit or facility","NONBIOLOGICAL_LOCATION","","1"
"breast disease prevention clinic","breast disease prevention clinic","NONBIOLOGICAL_LOCATION","","1"
"breathing spontaneously","breathing spontaneously","SIGN_SYMPTOM","","1"
"broad","broad","DETAILED_DESCRIPTION","","1"
"broad-spectrum empirical antibiotic therapy","broad-spectrum empirical antibiotic therapy","THERAPEUTIC_PROCEDURE","","1"
"bronchi of the upper and lower lobes","bronchi of the upper and lower lobes","BIOLOGICAL_STRUCTURE","","1"
"bronchial resection line","bronchial resection line","BIOLOGICAL_STRUCTURE","","4"
"bronchial specimens","bronchial specimens","BIOLOGICAL_STRUCTURE","","1"
"bronchofibrescope","bronchofibrescope","OTHER_ENTITY","","1"
"buccal and preauricular region","buccal and preauricular region","BIOLOGICAL_STRUCTURE","","1"
"bulges aneurysmally","bulges aneurysmally","SIGN_SYMPTOM","","1"
"bulging of the C4-C5 intervertebral disc","bulging of the C4-C5 intervertebral disc","SIGN_SYMPTOM","","1"
"bulging of the C5/C6 intervertebral disc","bulging of the C5/C6 intervertebral disc","SIGN_SYMPTOM","","1"
"bulging the external outline","bulging the external outline","SIGN_SYMPTOM","","1"
"but","but","BIOLOGICAL_STRUCTURE","","2"
"buttock ointment","buttock ointment","MEDICATION","","1"
"cT1N0M0","cT1N0M0","DETAILED_DESCRIPTION","","3"
"cT1N3","cT1N3","LAB_VALUE","","2"
"cT1c(m)N0","cT1c(m)N0","SEVERITY","","1"
"cT2N2M0","cT2N2M0","DETAILED_DESCRIPTION","","2"
"cT2N2aM0","cT2N2aM0","LAB_VALUE","","1"
"cT3N1","cT3N1","LAB_VALUE","","1"
"cT4N1","cT4N1","LAB_VALUE","","2"
"cT4N1M0","cT4N1M0","LAB_VALUE","","1"
"cT4aN2cM0","cT4aN2cM0","LAB_VALUE","","1"
"carcinoma of the piriform recess","carcinoma of the piriform recess","DISEASE_DISORDER","","1"
"carcinoma of the right piriform recess","carcinoma of the right piriform recess","DISEASE_DISORDER","","1"
"cardiac dimensions","cardiac dimensions","BIOLOGICAL_ATTRIBUTE","","1"
"cardiological care","cardiological care","THERAPEUTIC_PROCEDURE","","2"
"cardiological consultation","cardiological consultation","CLINICAL_EVENT","","2"
"cardiological observation","cardiological observation","CLINICAL_EVENT","","1"
"care and treatment department for children and adolescents","care and treatment department for children and adolescents","NONBIOLOGICAL_LOCATION","","1"
"care and treatment facility for children and adolescents","care and treatment facility for children and adolescents","NONBIOLOGICAL_LOCATION","","1"
"central dorsal bulging of the intervertebral disc","central dorsal bulging of the intervertebral disc","SIGN_SYMPTOM","","1"
"central signal void","central signal void","SIGN_SYMPTOM","","1"
"centrally and ventrally","centrally and ventrally","DETAILED_DESCRIPTION","","1"
"changes of specialist dressings","changes of specialist dressings","THERAPEUTIC_PROCEDURE","","1"
"changing of the outer dressing","changing of the outer dressing","THERAPEUTIC_PROCEDURE","","1"
"chaotic vascular pattern","chaotic vascular pattern","SIGN_SYMPTOM","","2"
"check of creatinine and potassium levels","check of creatinine and potassium levels","DIAGNOSTIC_PROCEDURE","","1"
"checking the pupils","checking the pupils","DIAGNOSTIC_PROCEDURE","","1"
"chemotherapy","chemotherapy","THERAPEUTIC_PROCEDURE","","1"
"chronic inflammatory process of the paranasal sinuses","chronic inflammatory process of the paranasal sinuses","DISEASE_DISORDER","","1"
"circumferential tumour infiltrate","circumferential tumour infiltrate","DISEASE_DISORDER","","1"
"clearly demarcated","clearly demarcated","QUALITATIVE_CONCEPT","","1"
"clearly demarcated from the surroundings","clearly demarcated from the surroundings","DETAILED_DESCRIPTION","","2"
"clinic for diseases of the mucous membranes and periodontium","clinic for diseases of the mucous membranes and periodontium","NONBIOLOGICAL_LOCATION","","1"
"clinic for prevention of hip dysplasia","clinic for prevention of hip dysplasia","NONBIOLOGICAL_LOCATION","","1"
"clinical oncology","clinical oncology","AREA","","1"
"closure of an ileostomy","closure of an ileostomy","THERAPEUTIC_PROCEDURE","","1"
"coaptation","coaptation","BIOLOGICAL_ATTRIBUTE","","1"
"colloid reflections","colloid reflections","SIGN_SYMPTOM","","2"
"colonised","colonised","CLINICAL_EVENT","","1"
"colour Doppler","colour Doppler","DIAGNOSTIC_PROCEDURE","","27"
"community nurse and midwife's clinic","community nurse and midwife's clinic","NONBIOLOGICAL_LOCATION","","1"
"community nurse and midwife's office","community nurse and midwife's office","NONBIOLOGICAL_LOCATION","","1"
"community/family midwife's clinic","community/family midwife's clinic","NONBIOLOGICAL_LOCATION","","1"
"community/family midwife's office","community/family midwife's office","NONBIOLOGICAL_LOCATION","","1"
"community/family nurse's clinic","community/family nurse's clinic","NONBIOLOGICAL_LOCATION","","1"
"community/family nurse's office","community/family nurse's office","NONBIOLOGICAL_LOCATION","","1"
"concerning symptoms","concerning symptoms","SIGN_SYMPTOM","","1"
"confabulated","confabulated","SIGN_SYMPTOM","","1"
"conglomerate of focal lesions","conglomerate of focal lesions","DISEASE_DISORDER","","1"
"conglomerate of hyperechoic and isoechoic focal lesions with fluid spaces","conglomerate of hyperechoic and isoechoic focal lesions with fluid spaces","SIGN_SYMPTOM","","1"
"conglomerate of hypoechoic nodules","conglomerate of hypoechoic nodules","SIGN_SYMPTOM","","2"
"conglomerate of nodules","conglomerate of nodules","SIGN_SYMPTOM","","3"
"conglomerate of similar focal lesions","conglomerate of similar focal lesions","SIGN_SYMPTOM","","1"
"conglomerate of solid, well-demarcated, isoechoic focal lesions","conglomerate of solid, well-demarcated, isoechoic focal lesions","SIGN_SYMPTOM","","1"
"conglomerate size","conglomerate size","BIOLOGICAL_ATTRIBUTE","","2"
"conglomerates","conglomerates","DETAILED_DESCRIPTION","","2"
"conservative dentistry clinic","conservative dentistry clinic","NONBIOLOGICAL_LOCATION","","1"
"considerable","considerable","SEVERITY","","5"
"considerably enlarged","considerably enlarged","SIGN_SYMPTOM","","1"
"contrast opacification","contrast opacification","SIGN_SYMPTOM","","1"
"cooling ointment","cooling ointment","MEDICATION","","1"
"cortical layer of the left tibia","cortical layer of the left tibia","BIOLOGICAL_STRUCTURE","","1"
"coupling interval","coupling interval","BIOLOGICAL_ATTRIBUTE","","2"
"course of depolarisation","course of depolarisation","BIOLOGICAL_ATTRIBUTE","","1"
"critical parameters analyser","critical parameters analyser","DIAGNOSTIC_PROCEDURE","","4"
"critical parameters panel","critical parameters panel","DIAGNOSTIC_PROCEDURE","","5"
"crossing the legs","crossing the legs","ACTIVITY","","1"
"culture for Mycoplasma tuberculosis","culture for Mycoplasma tuberculosis","DIAGNOSTIC_PROCEDURE","","1"
"culture of fluid from the right pleural cavity for tubercle bacilli","culture of fluid from the right pleural cavity for tubercle bacilli","DIAGNOSTIC_PROCEDURE","","1"
"cystic fibrosis treatment clinic","cystic fibrosis treatment clinic","NONBIOLOGICAL_LOCATION","","1"
"cystic-solid","cystic-solid","TEXTURE","","9"
"cystic-solid, spongiform lesions","cystic-solid, spongiform lesions","SIGN_SYMPTOM","","1"
"damage to the right Eustachian tube","damage to the right Eustachian tube","DISEASE_DISORDER","","1"
"day geriatric care centre","day geriatric care centre","NONBIOLOGICAL_LOCATION","","1"
"day palliative or hospice care centre","day palliative or hospice care centre","NONBIOLOGICAL_LOCATION","","1"
"deep veins of the limb","deep veins of the limb","BIOLOGICAL_STRUCTURE","","1"
"demyelinating focus","demyelinating focus","SIGN_SYMPTOM","","1"
"dental check-ups","dental check-ups","DIAGNOSTIC_PROCEDURE","","3"
"department for alcohol addiction therapy","department for alcohol addiction therapy","NONBIOLOGICAL_LOCATION","","1"
"department for alcohol addiction therapy for children and adolescents","department for alcohol addiction therapy for children and adolescents","NONBIOLOGICAL_LOCATION","","1"
"department for certification of health status","department for certification of health status","NONBIOLOGICAL_LOCATION","","1"
"department for psychoactive substance addiction therapy for children and adolescents","department for psychoactive substance addiction therapy for children and adolescents","NONBIOLOGICAL_LOCATION","","1"
"department for the chronically ill","department for the chronically ill","NONBIOLOGICAL_LOCATION","","1"
"department for treatment of alcohol dependence with coexisting psychotic disorders","department for treatment of alcohol dependence with coexisting psychotic disorders","NONBIOLOGICAL_LOCATION","","1"
"department for treatment of alcohol withdrawal syndromes (detoxification)","department for treatment of alcohol withdrawal syndromes (detoxification)","NONBIOLOGICAL_LOCATION","","1"
"department for treatment of psychoactive substance addiction","department for treatment of psychoactive substance addiction","NONBIOLOGICAL_LOCATION","","1"
"department for treatment of withdrawal syndromes following psychoactive substances","department for treatment of withdrawal syndromes following psychoactive substances","NONBIOLOGICAL_LOCATION","","2"
"department of food, nutrition and articles of everyday use","department of food, nutrition and articles of everyday use","NONBIOLOGICAL_LOCATION","","1"
"department/centre for therapy of people dependent on psychoactive substances with coexisting psychotic disorders","department/centre for therapy of people dependent on psychoactive substances with coexisting psychotic disorders","NONBIOLOGICAL_LOCATION","","1"
"depolarisation","depolarisation","BIOLOGICAL_ATTRIBUTE","","3"
"developing more slowly","developing more slowly","SIGN_SYMPTOM","","1"
"diabetology clinic","diabetology clinic","NONBIOLOGICAL_LOCATION","","1"
"diabetology department","diabetology department","NONBIOLOGICAL_LOCATION","","1"
"diagnostic or procedural laboratories","diagnostic or procedural laboratories","NONBIOLOGICAL_LOCATION","","1"
"diastolic flow component","diastolic flow component","SIGN_SYMPTOM","","1"
"did not speak","did not speak","SIGN_SYMPTOM","","1"
"diet in accordance with the principles of nutrition in diabetes","diet in accordance with the principles of nutrition in diabetes","THERAPEUTIC_PROCEDURE","","1"
"diet with a reduced content of animal and saturated fats","diet with a reduced content of animal and saturated fats","THERAPEUTIC_PROCEDURE","","1"
"diet with restriction of readily absorbed carbohydrates","diet with restriction of readily absorbed carbohydrates","THERAPEUTIC_PROCEDURE","","1"
"diet with restriction of simple sugars","diet with restriction of simple sugars","THERAPEUTIC_PROCEDURE","","1"
"diet with restriction of simple sugars and saturated animal fats","diet with restriction of simple sugars and saturated animal fats","THERAPEUTIC_PROCEDURE","","1"
"dietary support","dietary support","THERAPEUTIC_PROCEDURE","","1"
"difficulties with taking food","difficulties with taking food","SIGN_SYMPTOM","","1"
"diffuse changes","diffuse changes","SIGN_SYMPTOM","","2"
"discreet","discreet","SEVERITY","","2"
"discreetly","discreetly","SEVERITY","","4"
"discreetly active","discreetly active","DETAILED_DESCRIPTION","","2"
"displaced slightly posteriorly","displaced slightly posteriorly","SIGN_SYMPTOM","","1"
"displaces the trachea to the right","displaces the trachea to the right","SIGN_SYMPTOM","","1"
"disqualified","disqualified","CLINICAL_EVENT","","1"
"disseminated malignant disease of unknown primary origin","disseminated malignant disease of unknown primary origin","DISEASE_DISORDER","","1"
"disseminated neoplastic process of unknown primary origin","disseminated neoplastic process of unknown primary origin","DISEASE_DISORDER","","1"
"distal epiphysis of the right femur","distal epiphysis of the right femur","BIOLOGICAL_STRUCTURE","","3"
"do not react to the light source","do not react to the light source","SIGN_SYMPTOM","","1"
"doctors' room","doctors' room","NONBIOLOGICAL_LOCATION","","1"
"dorsal part of the ventricles","dorsal part of the ventricles","BIOLOGICAL_STRUCTURE","","2"
"downward trend","downward trend","OUTCOME","","1"
"dressed","dressed","THERAPEUTIC_PROCEDURE","","2"
"driving vehicles on public roads","driving vehicles on public roads","ACTIVITY","","2"
"dural sac","dural sac","BIOLOGICAL_STRUCTURE","","1"
"during the day","during the day","TIME","","2"
"dynamically increasing","dynamically increasing","QUALITATIVE_CONCEPT","","1"
"e'","e'","BIOLOGICAL_ATTRIBUTE","","1"
"e''","e''","BIOLOGICAL_ATTRIBUTE","","1"
"easily digestible diet","easily digestible diet","THERAPEUTIC_PROCEDURE","","1"
"educational discussion","educational discussion","THERAPEUTIC_PROCEDURE","","1"
"effaced","effaced","SIGN_SYMPTOM","","1"
"effacing","effacing","SIGN_SYMPTOM","","1"
"elevate the upper and lower limbs","elevate the upper and lower limbs","THERAPEUTIC_PROCEDURE","","1"
"emboli of tumour cells","emboli of tumour cells","DISEASE_DISORDER","","1"
"embolised vessels","embolised vessels","BIOLOGICAL_STRUCTURE","","1"
"end of the femoral stump","end of the femoral stump","BIOLOGICAL_STRUCTURE","","2"
"end-diastolic dimension","end-diastolic dimension","BIOLOGICAL_ATTRIBUTE","","1"
"endocrine osteoporosis clinic","endocrine osteoporosis clinic","NONBIOLOGICAL_LOCATION","","1"
"endovascular treatment","endovascular treatment","THERAPEUTIC_PROCEDURE","","2"
"establish feeding access","establish feeding access","THERAPEUTIC_PROCEDURE","","1"
"examination of the cervical spine","examination of the cervical spine","DIAGNOSTIC_PROCEDURE","","1"
"excised","excised","THERAPEUTIC_PROCEDURE","","5"
"excision of the necrotic tissue","excision of the necrotic tissue","THERAPEUTIC_PROCEDURE","","1"
"excision of the right palatine tonsil","excision of the right palatine tonsil","THERAPEUTIC_PROCEDURE","","1"
"exercises aimed at achieving an upright position","exercises aimed at achieving an upright position","THERAPEUTIC_PROCEDURE","","1"
"exophytic isoechoic focus","exophytic isoechoic focus","SIGN_SYMPTOM","","2"
"extended inferomedial margin","extended inferomedial margin","BIOLOGICAL_STRUCTURE","","1"
"extending retrosternally","extending retrosternally","SIGN_SYMPTOM","","2"
"extension beyond the anatomical boundaries of the prostate","extension beyond the anatomical boundaries of the prostate","SIGN_SYMPTOM","","1"
"external outlines","external outlines","BIOLOGICAL_STRUCTURE","","6"
"external warming set","external warming set","OTHER_ENTITY","","1"
"extraconally","extraconally","AREA","","1"
"extraosseous invasion","extraosseous invasion","SIGN_SYMPTOM","","2"
"faecal elastase measurement","faecal elastase measurement","DIAGNOSTIC_PROCEDURE","","4"
"faecal stones","faecal stones","SIGN_SYMPTOM","","1"
"fairly short","fairly short","SEVERITY","","1"
"fairly wide","fairly wide","QUALITATIVE_CONCEPT","","1"
"family planning and reproduction clinic","family planning and reproduction clinic","NONBIOLOGICAL_LOCATION","","1"
"faster rhythms","faster rhythms","SIGN_SYMPTOM","","1"
"fatty hila","fatty hila","BIOLOGICAL_STRUCTURE","","2"
"fatty hilum","fatty hilum","BIOLOGICAL_STRUCTURE","","1"
"fed entirely parenterally","fed entirely parenterally","THERAPEUTIC_PROCEDURE","","1"
"feldsher point","feldsher point","NONBIOLOGICAL_LOCATION","","1"
"femoral component of the prosthesis","femoral component of the prosthesis","OTHER_ENTITY","","2"
"fibrinopurulent exudate","fibrinopurulent exudate","SIGN_SYMPTOM","","2"
"fibrinous exudate","fibrinous exudate","SIGN_SYMPTOM","","1"
"finger-like oedema","finger-like oedema","SIGN_SYMPTOM","","1"
"flozin","flozin","MEDICATION","","1"
"fluid balance was kept","fluid balance was kept","THERAPEUTIC_PROCEDURE","","1"
"fluid in the right pleural cavity","fluid in the right pleural cavity","SIGN_SYMPTOM","","1"
"fluid spaces","fluid spaces","SIGN_SYMPTOM","","8"
"flushing of the drain","flushing of the drain","THERAPEUTIC_PROCEDURE","","1"
"focal disturbances of glucose metabolism","focal disturbances of glucose metabolism","DISEASE_DISORDER","","2"
"focally weakly (+)","focally weakly (+)","LAB_VALUE","","1"
"foci of altered signal","foci of altered signal","SIGN_SYMPTOM","","1"
"foci of metabolic activity","foci of metabolic activity","SIGN_SYMPTOM","","2"
"focus of bone destruction","focus of bone destruction","SIGN_SYMPTOM","","1"
"follow-up CT of the head","follow-up CT of the head","DIAGNOSTIC_PROCEDURE","","1"
"foramina lacera","foramina lacera","BIOLOGICAL_STRUCTURE","","2"
"foramina ovalia","foramina ovalia","BIOLOGICAL_STRUCTURE","","2"
"foramina rotunda","foramina rotunda","BIOLOGICAL_STRUCTURE","","1"
"foreign body in the airway","foreign body in the airway","DISEASE_DISORDER","","1"
"forensic psychiatry department with maximum security","forensic psychiatry department with maximum security","NONBIOLOGICAL_LOCATION","","1"
"forensic psychiatry department with maximum security for adolescents","forensic psychiatry department with maximum security for adolescents","NONBIOLOGICAL_LOCATION","","1"
"form conglomerates","form conglomerates","DETAILED_DESCRIPTION","","1"
"fortification of the diet with food for special medical purposes","fortification of the diet with food for special medical purposes","THERAPEUTIC_PROCEDURE","","1"
"from the inked radial resection line of the","from the inked radial resection line of the","DETAILED_DESCRIPTION","","1"
"from the inked resection line at the","from the inked resection line at the","DETAILED_DESCRIPTION","","1"
"frontoparietal junction","frontoparietal junction","BIOLOGICAL_STRUCTURE","","1"
"further two weeks","further two weeks","DATE","","2"
"gastric tube was inserted","gastric tube was inserted","THERAPEUTIC_PROCEDURE","","1"
"gastrology clinic","gastrology clinic","NONBIOLOGICAL_LOCATION","","1"
"general ambulance team","general ambulance team","NONBIOLOGICAL_LOCATION","","1"
"general radiodiagnostics unit","general radiodiagnostics unit","NONBIOLOGICAL_LOCATION","","1"
"genetically investigated","genetically investigated","DIAGNOSTIC_PROCEDURE","","2"
"geriatric consultation team","geriatric consultation team","NONBIOLOGICAL_LOCATION","","1"
"geriatric home care team","geriatric home care team","NONBIOLOGICAL_LOCATION","","1"
"geriatrics department","geriatrics department","NONBIOLOGICAL_LOCATION","","1"
"glandular and fatty composition","glandular and fatty composition","BIOLOGICAL_ATTRIBUTE","","1"
"good general condition","good general condition","QUALITATIVE_CONCEPT","","2"
"good verbal and logical contact","good verbal and logical contact","SIGN_SYMPTOM","","1"
"group VIa nodes","group VIa nodes","BIOLOGICAL_STRUCTURE","","1"
"groups I and II","groups I and II","BIOLOGICAL_STRUCTURE","","1"
"groups Ib/IIa","groups Ib/IIa","BIOLOGICAL_STRUCTURE","","1"
"gynaecological investigation","gynaecological investigation","DIAGNOSTIC_PROCEDURE","","1"
"gynaecology clinic for girls","gynaecology clinic for girls","NONBIOLOGICAL_LOCATION","","1"
"haematological consultation","haematological consultation","CLINICAL_EVENT","","1"
"haemodynamic effect","haemodynamic effect","SIGN_SYMPTOM","","1"
"haemodynamic significance","haemodynamic significance","QUALITATIVE_CONCEPT","","1"
"haemodynamically insignificant","haemodynamically insignificant","SEVERITY","","3"
"haemosiderin deposits","haemosiderin deposits","SIGN_SYMPTOM","","2"
"having blood taken","having blood taken","DIAGNOSTIC_PROCEDURE","","1"
"healed normally","healed normally","OUTCOME","","1"
"health education and promotion department","health education and promotion department","NONBIOLOGICAL_LOCATION","","1"
"health prophylaxis and pre-medical assistance office","health prophylaxis and pre-medical assistance office","NONBIOLOGICAL_LOCATION","","1"
"healthy, balanced diet","healthy, balanced diet","THERAPEUTIC_PROCEDURE","","1"
"hearing aid fitting or supply centre","hearing aid fitting or supply centre","NONBIOLOGICAL_LOCATION","","1"
"hearing assessment unit","hearing assessment unit","NONBIOLOGICAL_LOCATION","","1"
"hearing implant system fitting unit","hearing implant system fitting unit","NONBIOLOGICAL_LOCATION","","1"
"heparin ointment","heparin ointment","MEDICATION","","1"
"hepatology clinic","hepatology clinic","NONBIOLOGICAL_LOCATION","","1"
